file_ref,file_dis,dmos
UGC0198_720x1280_30_crf_00.mp4,UGC0198_720x1280_30_crf_22.mp4,5.0588
UGC0198_720x1280_30_crf_00.mp4,UGC0198_720x1280_30_crf_27.mp4,4.2059
UGC0198_720x1280_30_crf_00.mp4,UGC0198_720x1280_30_crf_32.mp4,3.7941
UGC0198_720x1280_30_crf_00.mp4,UGC0198_720x1280_30_crf_37.mp4,3.0882
UGC0198_720x1280_30_crf_00.mp4,UGC0198_720x1280_30_crf_42.mp4,2.7059
UGC0198_720x1280_30_crf_00.mp4,UGC0198_720x1280_30_crf_47.mp4,1.2941
UGC0369_720x1280_30_crf_00.mp4,UGC0369_720x1280_30_crf_00.mp4,5.0000
UGC0369_720x1280_30_crf_00.mp4,UGC0369_720x1280_30_crf_17.mp4,4.5000
UGC0369_720x1280_30_crf_00.mp4,UGC0369_720x1280_30_crf_22.mp4,4.5000
UGC0369_720x1280_30_crf_00.mp4,UGC0369_720x1280_30_crf_27.mp4,4.7941
UGC0369_720x1280_30_crf_00.mp4,UGC0369_720x1280_30_crf_32.mp4,3.4412
UGC0369_720x1280_30_crf_00.mp4,UGC0369_720x1280_30_crf_37.mp4,2.5588
UGC0369_720x1280_30_crf_00.mp4,UGC0369_720x1280_30_crf_42.mp4,1.9412
UGC0369_720x1280_30_crf_00.mp4,UGC0369_720x1280_30_crf_47.mp4,1.5000
UGC0399_720x1280_30_crf_00.mp4,UGC0399_720x1280_30_crf_00.mp4,5.0000
UGC0399_720x1280_30_crf_00.mp4,UGC0399_720x1280_30_crf_17.mp4,4.5588
UGC0399_720x1280_30_crf_00.mp4,UGC0399_720x1280_30_crf_22.mp4,4.5588
UGC0399_720x1280_30_crf_00.mp4,UGC0399_720x1280_30_crf_27.mp4,4.0294
UGC0399_720x1280_30_crf_00.mp4,UGC0399_720x1280_30_crf_32.mp4,3.9118
UGC0399_720x1280_30_crf_00.mp4,UGC0399_720x1280_30_crf_37.mp4,3.2941
UGC0399_720x1280_30_crf_00.mp4,UGC0399_720x1280_30_crf_42.mp4,2.1176
UGC0399_720x1280_30_crf_00.mp4,UGC0399_720x1280_30_crf_47.mp4,1.2647
UGC0456_720x1280_30_crf_00.mp4,UGC0456_720x1280_30_crf_00.mp4,5.0000
UGC0456_720x1280_30_crf_00.mp4,UGC0456_720x1280_30_crf_17.mp4,4.5000
UGC0456_720x1280_30_crf_00.mp4,UGC0456_720x1280_30_crf_22.mp4,4.4118
UGC0456_720x1280_30_crf_00.mp4,UGC0456_720x1280_30_crf_27.mp4,4.6471
UGC0456_720x1280_30_crf_00.mp4,UGC0456_720x1280_30_crf_32.mp4,3.4118
UGC0456_720x1280_30_crf_00.mp4,UGC0456_720x1280_30_crf_37.mp4,2.6765
UGC0456_720x1280_30_crf_00.mp4,UGC0456_720x1280_30_crf_42.mp4,2.0294
UGC0456_720x1280_30_crf_00.mp4,UGC0456_720x1280_30_crf_47.mp4,1.0588
UGC0492_720x1280_30_crf_00.mp4,UGC0492_720x1280_30_crf_00.mp4,5.0000
UGC0492_720x1280_30_crf_00.mp4,UGC0492_720x1280_30_crf_17.mp4,4.3529
UGC0492_720x1280_30_crf_00.mp4,UGC0492_720x1280_30_crf_22.mp4,4.1765
UGC0492_720x1280_30_crf_00.mp4,UGC0492_720x1280_30_crf_27.mp4,4.1176
UGC0492_720x1280_30_crf_00.mp4,UGC0492_720x1280_30_crf_32.mp4,4.6765
UGC0492_720x1280_30_crf_00.mp4,UGC0492_720x1280_30_crf_37.mp4,3.0000
UGC0492_720x1280_30_crf_00.mp4,UGC0492_720x1280_30_crf_42.mp4,1.7941
UGC0492_720x1280_30_crf_00.mp4,UGC0492_720x1280_30_crf_47.mp4,1.0000
UGC0951_720x1280_30_crf_00.mp4,UGC0951_720x1280_30_crf_00.mp4,5.0000
UGC0951_720x1280_30_crf_00.mp4,UGC0951_720x1280_30_crf_17.mp4,4.3824
UGC0951_720x1280_30_crf_00.mp4,UGC0951_720x1280_30_crf_22.mp4,4.5000
UGC0951_720x1280_30_crf_00.mp4,UGC0951_720x1280_30_crf_27.mp4,4.8824
UGC0951_720x1280_30_crf_00.mp4,UGC0951_720x1280_30_crf_32.mp4,3.7353
UGC0951_720x1280_30_crf_00.mp4,UGC0951_720x1280_30_crf_37.mp4,2.6176
UGC0951_720x1280_30_crf_00.mp4,UGC0951_720x1280_30_crf_42.mp4,2.0000
UGC0951_720x1280_30_crf_00.mp4,UGC0951_720x1280_30_crf_47.mp4,1.3824
UGC0150_1280x720_30_crf_00.mp4,UGC0150_1280x720_30_crf_00.mp4,5.0000
UGC0150_1280x720_30_crf_00.mp4,UGC0150_1280x720_30_crf_17.mp4,4.6667
UGC0150_1280x720_30_crf_00.mp4,UGC0150_1280x720_30_crf_22.mp4,4.7500
UGC0150_1280x720_30_crf_00.mp4,UGC0150_1280x720_30_crf_27.mp4,4.6111
UGC0150_1280x720_30_crf_00.mp4,UGC0150_1280x720_30_crf_32.mp4,4.4444
UGC0150_1280x720_30_crf_00.mp4,UGC0150_1280x720_30_crf_37.mp4,3.6667
UGC0150_1280x720_30_crf_00.mp4,UGC0150_1280x720_30_crf_42.mp4,2.3056
UGC0150_1280x720_30_crf_00.mp4,UGC0150_1280x720_30_crf_47.mp4,1.0556
UGC0293_720x1280_30_crf_00.mp4,UGC0293_720x1280_30_crf_00.mp4,5.0000
UGC0293_720x1280_30_crf_00.mp4,UGC0293_720x1280_30_crf_17.mp4,4.8889
UGC0293_720x1280_30_crf_00.mp4,UGC0293_720x1280_30_crf_22.mp4,4.9722
UGC0293_720x1280_30_crf_00.mp4,UGC0293_720x1280_30_crf_27.mp4,4.7222
UGC0293_720x1280_30_crf_00.mp4,UGC0293_720x1280_30_crf_32.mp4,4.3889
UGC0293_720x1280_30_crf_00.mp4,UGC0293_720x1280_30_crf_37.mp4,2.5833
UGC0293_720x1280_30_crf_00.mp4,UGC0293_720x1280_30_crf_42.mp4,2.7778
UGC0293_720x1280_30_crf_00.mp4,UGC0293_720x1280_30_crf_47.mp4,2.1389
UGC0354_720x1280_30_crf_00.mp4,UGC0354_720x1280_30_crf_00.mp4,5.0000
UGC0354_720x1280_30_crf_00.mp4,UGC0354_720x1280_30_crf_17.mp4,4.1944
UGC0354_720x1280_30_crf_00.mp4,UGC0354_720x1280_30_crf_22.mp4,4.1944
UGC0354_720x1280_30_crf_00.mp4,UGC0354_720x1280_30_crf_27.mp4,4.0000
UGC0354_720x1280_30_crf_00.mp4,UGC0354_720x1280_30_crf_32.mp4,4.2222
UGC0354_720x1280_30_crf_00.mp4,UGC0354_720x1280_30_crf_37.mp4,2.9444
UGC0354_720x1280_30_crf_00.mp4,UGC0354_720x1280_30_crf_42.mp4,2.1389
UGC0354_720x1280_30_crf_00.mp4,UGC0354_720x1280_30_crf_47.mp4,1.3333
UGC0545_720x1280_30_crf_00.mp4,UGC0545_720x1280_30_crf_00.mp4,5.0000
UGC0545_720x1280_30_crf_00.mp4,UGC0545_720x1280_30_crf_17.mp4,4.8611
UGC0545_720x1280_30_crf_00.mp4,UGC0545_720x1280_30_crf_22.mp4,5.0278
UGC0545_720x1280_30_crf_00.mp4,UGC0545_720x1280_30_crf_27.mp4,4.3889
UGC0545_720x1280_30_crf_00.mp4,UGC0545_720x1280_30_crf_32.mp4,4.1389
UGC0545_720x1280_30_crf_00.mp4,UGC0545_720x1280_30_crf_37.mp4,3.3056
UGC0545_720x1280_30_crf_00.mp4,UGC0545_720x1280_30_crf_42.mp4,2.3611
UGC0545_720x1280_30_crf_00.mp4,UGC0545_720x1280_30_crf_47.mp4,1.2778
UGC0553_720x1280_30_crf_00.mp4,UGC0553_720x1280_30_crf_00.mp4,5.0000
UGC0553_720x1280_30_crf_00.mp4,UGC0553_720x1280_30_crf_17.mp4,4.5833
UGC0553_720x1280_30_crf_00.mp4,UGC0553_720x1280_30_crf_22.mp4,4.5000
UGC0553_720x1280_30_crf_00.mp4,UGC0553_720x1280_30_crf_27.mp4,4.3056
UGC0553_720x1280_30_crf_00.mp4,UGC0553_720x1280_30_crf_32.mp4,3.6111
UGC0553_720x1280_30_crf_00.mp4,UGC0553_720x1280_30_crf_37.mp4,2.6111
UGC0553_720x1280_30_crf_00.mp4,UGC0553_720x1280_30_crf_42.mp4,1.7778
UGC0553_720x1280_30_crf_00.mp4,UGC0553_720x1280_30_crf_47.mp4,1.4722
UGC0837_720x1280_30_crf_00.mp4,UGC0837_720x1280_30_crf_00.mp4,5.0000
UGC0837_720x1280_30_crf_00.mp4,UGC0837_720x1280_30_crf_17.mp4,5.0000
UGC0837_720x1280_30_crf_00.mp4,UGC0837_720x1280_30_crf_22.mp4,4.8611
UGC0837_720x1280_30_crf_00.mp4,UGC0837_720x1280_30_crf_27.mp4,4.6111
UGC0837_720x1280_30_crf_00.mp4,UGC0837_720x1280_30_crf_32.mp4,3.4722
UGC0837_720x1280_30_crf_00.mp4,UGC0837_720x1280_30_crf_37.mp4,2.9444
UGC0837_720x1280_30_crf_00.mp4,UGC0837_720x1280_30_crf_42.mp4,1.4167
UGC0837_720x1280_30_crf_00.mp4,UGC0837_720x1280_30_crf_47.mp4,1.0556
UGC0848_720x1280_30_crf_00.mp4,UGC0848_720x1280_30_crf_00.mp4,5.0000
UGC0848_720x1280_30_crf_00.mp4,UGC0848_720x1280_30_crf_17.mp4,4.6111
UGC0848_720x1280_30_crf_00.mp4,UGC0848_720x1280_30_crf_22.mp4,4.5000
UGC0848_720x1280_30_crf_00.mp4,UGC0848_720x1280_30_crf_27.mp4,4.1389
UGC0848_720x1280_30_crf_00.mp4,UGC0848_720x1280_30_crf_32.mp4,3.4444
UGC0848_720x1280_30_crf_00.mp4,UGC0848_720x1280_30_crf_37.mp4,3.1389
UGC0848_720x1280_30_crf_00.mp4,UGC0848_720x1280_30_crf_42.mp4,2.2222
UGC0848_720x1280_30_crf_00.mp4,UGC0848_720x1280_30_crf_47.mp4,1.6667
UGC0881_720x1280_30_crf_00.mp4,UGC0881_720x1280_30_crf_00.mp4,5.0000
UGC0881_720x1280_30_crf_00.mp4,UGC0881_720x1280_30_crf_17.mp4,4.7500
UGC0881_720x1280_30_crf_00.mp4,UGC0881_720x1280_30_crf_22.mp4,5.0833
UGC0881_720x1280_30_crf_00.mp4,UGC0881_720x1280_30_crf_27.mp4,4.7222
UGC0881_720x1280_30_crf_00.mp4,UGC0881_720x1280_30_crf_32.mp4,4.1944
UGC0881_720x1280_30_crf_00.mp4,UGC0881_720x1280_30_crf_37.mp4,2.9722
UGC0881_720x1280_30_crf_00.mp4,UGC0881_720x1280_30_crf_42.mp4,1.6944
UGC0881_720x1280_30_crf_00.mp4,UGC0881_720x1280_30_crf_47.mp4,1.4444
UGC0043_720x1280_30_crf_00.mp4,UGC0043_720x1280_30_crf_00.mp4,5.0000
UGC0043_720x1280_30_crf_00.mp4,UGC0043_720x1280_30_crf_17.mp4,4.6000
UGC0043_720x1280_30_crf_00.mp4,UGC0043_720x1280_30_crf_22.mp4,4.8857
UGC0043_720x1280_30_crf_00.mp4,UGC0043_720x1280_30_crf_27.mp4,4.6286
UGC0043_720x1280_30_crf_00.mp4,UGC0043_720x1280_30_crf_32.mp4,4.1143
UGC0043_720x1280_30_crf_00.mp4,UGC0043_720x1280_30_crf_37.mp4,2.7714
UGC0043_720x1280_30_crf_00.mp4,UGC0043_720x1280_30_crf_42.mp4,2.0000
UGC0043_720x1280_30_crf_00.mp4,UGC0043_720x1280_30_crf_47.mp4,1.5714
UGC0091_1280x720_30_crf_00.mp4,UGC0091_1280x720_30_crf_00.mp4,5.0000
UGC0091_1280x720_30_crf_00.mp4,UGC0091_1280x720_30_crf_17.mp4,5.0000
UGC0091_1280x720_30_crf_00.mp4,UGC0091_1280x720_30_crf_22.mp4,4.9429
UGC0091_1280x720_30_crf_00.mp4,UGC0091_1280x720_30_crf_27.mp4,4.8000
UGC0091_1280x720_30_crf_00.mp4,UGC0091_1280x720_30_crf_32.mp4,4.6857
UGC0091_1280x720_30_crf_00.mp4,UGC0091_1280x720_30_crf_37.mp4,3.7143
UGC0091_1280x720_30_crf_00.mp4,UGC0091_1280x720_30_crf_42.mp4,2.4000
UGC0091_1280x720_30_crf_00.mp4,UGC0091_1280x720_30_crf_47.mp4,1.6857
UGC0131_1280x720_30_crf_00.mp4,UGC0131_1280x720_30_crf_00.mp4,5.0000
UGC0131_1280x720_30_crf_00.mp4,UGC0131_1280x720_30_crf_17.mp4,5.1143
UGC0131_1280x720_30_crf_00.mp4,UGC0131_1280x720_30_crf_22.mp4,5.0000
UGC0131_1280x720_30_crf_00.mp4,UGC0131_1280x720_30_crf_27.mp4,4.0857
UGC0131_1280x720_30_crf_00.mp4,UGC0131_1280x720_30_crf_32.mp4,3.6000
UGC0131_1280x720_30_crf_00.mp4,UGC0131_1280x720_30_crf_37.mp4,2.6286
UGC0131_1280x720_30_crf_00.mp4,UGC0131_1280x720_30_crf_42.mp4,1.4286
UGC0131_1280x720_30_crf_00.mp4,UGC0131_1280x720_30_crf_47.mp4,1.1143
UGC0325_720x1280_30_crf_00.mp4,UGC0325_720x1280_30_crf_00.mp4,5.0000
UGC0325_720x1280_30_crf_00.mp4,UGC0325_720x1280_30_crf_17.mp4,4.5714
UGC0325_720x1280_30_crf_00.mp4,UGC0325_720x1280_30_crf_22.mp4,4.8000
UGC0325_720x1280_30_crf_00.mp4,UGC0325_720x1280_30_crf_27.mp4,4.5714
UGC0325_720x1280_30_crf_00.mp4,UGC0325_720x1280_30_crf_32.mp4,3.3429
UGC0325_720x1280_30_crf_00.mp4,UGC0325_720x1280_30_crf_37.mp4,2.3714
UGC0325_720x1280_30_crf_00.mp4,UGC0325_720x1280_30_crf_42.mp4,1.8857
UGC0325_720x1280_30_crf_00.mp4,UGC0325_720x1280_30_crf_47.mp4,1.4857
UGC0360_1280x720_30_crf_00.mp4,UGC0360_1280x720_30_crf_00.mp4,5.0000
UGC0360_1280x720_30_crf_00.mp4,UGC0360_1280x720_30_crf_17.mp4,4.6571
UGC0360_1280x720_30_crf_00.mp4,UGC0360_1280x720_30_crf_22.mp4,5.0857
UGC0360_1280x720_30_crf_00.mp4,UGC0360_1280x720_30_crf_27.mp4,4.7143
UGC0360_1280x720_30_crf_00.mp4,UGC0360_1280x720_30_crf_32.mp4,3.9429
UGC0360_1280x720_30_crf_00.mp4,UGC0360_1280x720_30_crf_37.mp4,2.3143
UGC0360_1280x720_30_crf_00.mp4,UGC0360_1280x720_30_crf_42.mp4,1.3714
UGC0360_1280x720_30_crf_00.mp4,UGC0360_1280x720_30_crf_47.mp4,1.0571
UGC0395_720x1280_30_crf_00.mp4,UGC0395_720x1280_30_crf_00.mp4,5.0000
UGC0395_720x1280_30_crf_00.mp4,UGC0395_720x1280_30_crf_17.mp4,5.0857
UGC0395_720x1280_30_crf_00.mp4,UGC0395_720x1280_30_crf_22.mp4,4.9714
UGC0395_720x1280_30_crf_00.mp4,UGC0395_720x1280_30_crf_27.mp4,4.7143
UGC0395_720x1280_30_crf_00.mp4,UGC0395_720x1280_30_crf_32.mp4,4.0286
UGC0395_720x1280_30_crf_00.mp4,UGC0395_720x1280_30_crf_37.mp4,3.2286
UGC0395_720x1280_30_crf_00.mp4,UGC0395_720x1280_30_crf_42.mp4,2.2571
UGC0395_720x1280_30_crf_00.mp4,UGC0395_720x1280_30_crf_47.mp4,1.6286
UGC0438_720x1280_30_crf_00.mp4,UGC0438_720x1280_30_crf_00.mp4,5.0000
UGC0438_720x1280_30_crf_00.mp4,UGC0438_720x1280_30_crf_17.mp4,4.6000
UGC0438_720x1280_30_crf_00.mp4,UGC0438_720x1280_30_crf_22.mp4,4.5429
UGC0438_720x1280_30_crf_00.mp4,UGC0438_720x1280_30_crf_27.mp4,4.2571
UGC0438_720x1280_30_crf_00.mp4,UGC0438_720x1280_30_crf_32.mp4,3.8857
UGC0438_720x1280_30_crf_00.mp4,UGC0438_720x1280_30_crf_37.mp4,2.6571
UGC0438_720x1280_30_crf_00.mp4,UGC0438_720x1280_30_crf_42.mp4,1.9429
UGC0438_720x1280_30_crf_00.mp4,UGC0438_720x1280_30_crf_47.mp4,1.0857
UGC0598_720x1280_30_crf_00.mp4,UGC0598_720x1280_30_crf_00.mp4,5.0000
UGC0598_720x1280_30_crf_00.mp4,UGC0598_720x1280_30_crf_17.mp4,5.0571
UGC0598_720x1280_30_crf_00.mp4,UGC0598_720x1280_30_crf_22.mp4,4.8857
UGC0598_720x1280_30_crf_00.mp4,UGC0598_720x1280_30_crf_27.mp4,4.8286
UGC0598_720x1280_30_crf_00.mp4,UGC0598_720x1280_30_crf_32.mp4,3.8286
UGC0598_720x1280_30_crf_00.mp4,UGC0598_720x1280_30_crf_37.mp4,2.9429
UGC0598_720x1280_30_crf_00.mp4,UGC0598_720x1280_30_crf_42.mp4,2.1714
UGC0598_720x1280_30_crf_00.mp4,UGC0598_720x1280_30_crf_47.mp4,1.1429
UGC0817_720x1280_30_crf_00.mp4,UGC0817_720x1280_30_crf_00.mp4,5.0000
UGC0817_720x1280_30_crf_00.mp4,UGC0817_720x1280_30_crf_17.mp4,4.4000
UGC0817_720x1280_30_crf_00.mp4,UGC0817_720x1280_30_crf_22.mp4,4.2571
UGC0817_720x1280_30_crf_00.mp4,UGC0817_720x1280_30_crf_27.mp4,4.0286
UGC0817_720x1280_30_crf_00.mp4,UGC0817_720x1280_30_crf_32.mp4,3.8286
UGC0817_720x1280_30_crf_00.mp4,UGC0817_720x1280_30_crf_37.mp4,2.8571
UGC0817_720x1280_30_crf_00.mp4,UGC0817_720x1280_30_crf_42.mp4,1.9429
UGC0817_720x1280_30_crf_00.mp4,UGC0817_720x1280_30_crf_47.mp4,1.0286
UGC0969_720x1280_30_crf_00.mp4,UGC0969_720x1280_30_crf_00.mp4,5.0000
UGC0969_720x1280_30_crf_00.mp4,UGC0969_720x1280_30_crf_17.mp4,4.7714
UGC0969_720x1280_30_crf_00.mp4,UGC0969_720x1280_30_crf_22.mp4,4.9429
UGC0969_720x1280_30_crf_00.mp4,UGC0969_720x1280_30_crf_27.mp4,4.6000
UGC0969_720x1280_30_crf_00.mp4,UGC0969_720x1280_30_crf_32.mp4,3.6000
UGC0969_720x1280_30_crf_00.mp4,UGC0969_720x1280_30_crf_37.mp4,2.8286
UGC0969_720x1280_30_crf_00.mp4,UGC0969_720x1280_30_crf_42.mp4,1.6286
UGC0969_720x1280_30_crf_00.mp4,UGC0969_720x1280_30_crf_47.mp4,1.1714
UGC0106_1280x720_30_crf_00.mp4,UGC0106_1280x720_30_crf_00.mp4,5.0000
UGC0106_1280x720_30_crf_00.mp4,UGC0106_1280x720_30_crf_17.mp4,5.0000
UGC0106_1280x720_30_crf_00.mp4,UGC0106_1280x720_30_crf_22.mp4,4.3871
UGC0106_1280x720_30_crf_00.mp4,UGC0106_1280x720_30_crf_27.mp4,4.9677
UGC0106_1280x720_30_crf_00.mp4,UGC0106_1280x720_30_crf_32.mp4,4.0000
UGC0106_1280x720_30_crf_00.mp4,UGC0106_1280x720_30_crf_37.mp4,3.0323
UGC0106_1280x720_30_crf_00.mp4,UGC0106_1280x720_30_crf_42.mp4,2.4516
UGC0106_1280x720_30_crf_00.mp4,UGC0106_1280x720_30_crf_47.mp4,1.1613
UGC0254_1280x720_30_crf_00.mp4,UGC0254_1280x720_30_crf_00.mp4,5.0000
UGC0254_1280x720_30_crf_00.mp4,UGC0254_1280x720_30_crf_17.mp4,5.0323
UGC0254_1280x720_30_crf_00.mp4,UGC0254_1280x720_30_crf_22.mp4,5.0968
UGC0254_1280x720_30_crf_00.mp4,UGC0254_1280x720_30_crf_27.mp4,5.0000
UGC0254_1280x720_30_crf_00.mp4,UGC0254_1280x720_30_crf_32.mp4,4.8387
UGC0254_1280x720_30_crf_00.mp4,UGC0254_1280x720_30_crf_37.mp4,3.9032
UGC0254_1280x720_30_crf_00.mp4,UGC0254_1280x720_30_crf_42.mp4,2.7097
UGC0254_1280x720_30_crf_00.mp4,UGC0254_1280x720_30_crf_47.mp4,1.8065
UGC0378_720x1280_30_crf_00.mp4,UGC0378_720x1280_30_crf_00.mp4,5.0000
UGC0378_720x1280_30_crf_00.mp4,UGC0378_720x1280_30_crf_17.mp4,4.6129
UGC0378_720x1280_30_crf_00.mp4,UGC0378_720x1280_30_crf_22.mp4,4.8710
UGC0378_720x1280_30_crf_00.mp4,UGC0378_720x1280_30_crf_27.mp4,4.9355
UGC0378_720x1280_30_crf_00.mp4,UGC0378_720x1280_30_crf_32.mp4,4.7097
UGC0378_720x1280_30_crf_00.mp4,UGC0378_720x1280_30_crf_37.mp4,3.5806
UGC0378_720x1280_30_crf_00.mp4,UGC0378_720x1280_30_crf_42.mp4,2.3548
UGC0378_720x1280_30_crf_00.mp4,UGC0378_720x1280_30_crf_47.mp4,2.0000
UGC0466_1280x720_30_crf_00.mp4,UGC0466_1280x720_30_crf_00.mp4,5.0000
UGC0466_1280x720_30_crf_00.mp4,UGC0466_1280x720_30_crf_17.mp4,5.0000
UGC0466_1280x720_30_crf_00.mp4,UGC0466_1280x720_30_crf_22.mp4,4.9677
UGC0466_1280x720_30_crf_00.mp4,UGC0466_1280x720_30_crf_27.mp4,4.7419
UGC0466_1280x720_30_crf_00.mp4,UGC0466_1280x720_30_crf_32.mp4,3.9677
UGC0466_1280x720_30_crf_00.mp4,UGC0466_1280x720_30_crf_37.mp4,3.7419
UGC0466_1280x720_30_crf_00.mp4,UGC0466_1280x720_30_crf_42.mp4,2.6774
UGC0466_1280x720_30_crf_00.mp4,UGC0466_1280x720_30_crf_47.mp4,1.6129
UGC0515_720x1280_30_crf_00.mp4,UGC0515_720x1280_30_crf_00.mp4,5.0000
UGC0515_720x1280_30_crf_00.mp4,UGC0515_720x1280_30_crf_17.mp4,5.0645
UGC0515_720x1280_30_crf_00.mp4,UGC0515_720x1280_30_crf_22.mp4,4.9355
UGC0515_720x1280_30_crf_00.mp4,UGC0515_720x1280_30_crf_27.mp4,4.5161
UGC0515_720x1280_30_crf_00.mp4,UGC0515_720x1280_30_crf_32.mp4,4.3226
UGC0515_720x1280_30_crf_00.mp4,UGC0515_720x1280_30_crf_37.mp4,3.2581
UGC0515_720x1280_30_crf_00.mp4,UGC0515_720x1280_30_crf_42.mp4,2.2903
UGC0515_720x1280_30_crf_00.mp4,UGC0515_720x1280_30_crf_47.mp4,1.6452
UGC0617_720x1280_30_crf_00.mp4,UGC0617_720x1280_30_crf_00.mp4,5.0000
UGC0617_720x1280_30_crf_00.mp4,UGC0617_720x1280_30_crf_17.mp4,4.7097
UGC0617_720x1280_30_crf_00.mp4,UGC0617_720x1280_30_crf_22.mp4,4.5161
UGC0617_720x1280_30_crf_00.mp4,UGC0617_720x1280_30_crf_27.mp4,4.5484
UGC0617_720x1280_30_crf_00.mp4,UGC0617_720x1280_30_crf_32.mp4,3.7097
UGC0617_720x1280_30_crf_00.mp4,UGC0617_720x1280_30_crf_37.mp4,3.4839
UGC0617_720x1280_30_crf_00.mp4,UGC0617_720x1280_30_crf_42.mp4,2.1290
UGC0617_720x1280_30_crf_00.mp4,UGC0617_720x1280_30_crf_47.mp4,1.3226
UGC0890_720x1280_30_crf_00.mp4,UGC0890_720x1280_30_crf_00.mp4,5.0000
UGC0890_720x1280_30_crf_00.mp4,UGC0890_720x1280_30_crf_17.mp4,4.9677
UGC0890_720x1280_30_crf_00.mp4,UGC0890_720x1280_30_crf_22.mp4,5.0323
UGC0890_720x1280_30_crf_00.mp4,UGC0890_720x1280_30_crf_27.mp4,4.2903
UGC0890_720x1280_30_crf_00.mp4,UGC0890_720x1280_30_crf_32.mp4,4.0000
UGC0890_720x1280_30_crf_00.mp4,UGC0890_720x1280_30_crf_37.mp4,3.5161
UGC0890_720x1280_30_crf_00.mp4,UGC0890_720x1280_30_crf_42.mp4,2.8387
UGC0890_720x1280_30_crf_00.mp4,UGC0890_720x1280_30_crf_47.mp4,2.0645
UGC0982_1280x720_30_crf_00.mp4,UGC0982_1280x720_30_crf_00.mp4,5.0000
UGC0982_1280x720_30_crf_00.mp4,UGC0982_1280x720_30_crf_17.mp4,3.3871
UGC0982_1280x720_30_crf_00.mp4,UGC0982_1280x720_30_crf_22.mp4,3.2581
UGC0982_1280x720_30_crf_00.mp4,UGC0982_1280x720_30_crf_27.mp4,5.0968
UGC0982_1280x720_30_crf_00.mp4,UGC0982_1280x720_30_crf_32.mp4,4.7742
UGC0982_1280x720_30_crf_00.mp4,UGC0982_1280x720_30_crf_37.mp4,4.6774
UGC0982_1280x720_30_crf_00.mp4,UGC0982_1280x720_30_crf_42.mp4,1.7097
UGC0982_1280x720_30_crf_00.mp4,UGC0982_1280x720_30_crf_47.mp4,1.1290
UGC0322_1280x720_30_crf_00.mp4,UGC0322_1280x720_30_crf_00.mp4,5.0000
UGC0322_1280x720_30_crf_00.mp4,UGC0322_1280x720_30_crf_17.mp4,4.5429
UGC0322_1280x720_30_crf_00.mp4,UGC0322_1280x720_30_crf_22.mp4,4.5143
UGC0322_1280x720_30_crf_00.mp4,UGC0322_1280x720_30_crf_27.mp4,4.4286
UGC0322_1280x720_30_crf_00.mp4,UGC0322_1280x720_30_crf_32.mp4,4.1143
UGC0322_1280x720_30_crf_00.mp4,UGC0322_1280x720_30_crf_37.mp4,3.1714
UGC0322_1280x720_30_crf_00.mp4,UGC0322_1280x720_30_crf_42.mp4,2.0857
UGC0322_1280x720_30_crf_00.mp4,UGC0322_1280x720_30_crf_47.mp4,1.3143
UGC0376_720x1280_30_crf_00.mp4,UGC0376_720x1280_30_crf_00.mp4,5.0000
UGC0376_720x1280_30_crf_00.mp4,UGC0376_720x1280_30_crf_17.mp4,4.6571
UGC0376_720x1280_30_crf_00.mp4,UGC0376_720x1280_30_crf_22.mp4,4.6000
UGC0376_720x1280_30_crf_00.mp4,UGC0376_720x1280_30_crf_27.mp4,4.9429
UGC0376_720x1280_30_crf_00.mp4,UGC0376_720x1280_30_crf_32.mp4,4.1429
UGC0376_720x1280_30_crf_00.mp4,UGC0376_720x1280_30_crf_37.mp4,3.6857
UGC0376_720x1280_30_crf_00.mp4,UGC0376_720x1280_30_crf_42.mp4,2.6286
UGC0376_720x1280_30_crf_00.mp4,UGC0376_720x1280_30_crf_47.mp4,1.4571
UGC0397_720x1280_30_crf_00.mp4,UGC0397_720x1280_30_crf_00.mp4,5.0000
UGC0397_720x1280_30_crf_00.mp4,UGC0397_720x1280_30_crf_17.mp4,4.2286
UGC0397_720x1280_30_crf_00.mp4,UGC0397_720x1280_30_crf_22.mp4,4.8000
UGC0397_720x1280_30_crf_00.mp4,UGC0397_720x1280_30_crf_27.mp4,4.8286
UGC0397_720x1280_30_crf_00.mp4,UGC0397_720x1280_30_crf_32.mp4,4.0857
UGC0397_720x1280_30_crf_00.mp4,UGC0397_720x1280_30_crf_37.mp4,2.5429
UGC0397_720x1280_30_crf_00.mp4,UGC0397_720x1280_30_crf_42.mp4,1.6571
UGC0397_720x1280_30_crf_00.mp4,UGC0397_720x1280_30_crf_47.mp4,1.1143
UGC0578_720x1280_30_crf_00.mp4,UGC0578_720x1280_30_crf_00.mp4,5.0000
UGC0578_720x1280_30_crf_00.mp4,UGC0578_720x1280_30_crf_17.mp4,4.9714
UGC0578_720x1280_30_crf_00.mp4,UGC0578_720x1280_30_crf_22.mp4,4.9429
UGC0578_720x1280_30_crf_00.mp4,UGC0578_720x1280_30_crf_27.mp4,4.6000
UGC0578_720x1280_30_crf_00.mp4,UGC0578_720x1280_30_crf_32.mp4,3.5429
UGC0578_720x1280_30_crf_00.mp4,UGC0578_720x1280_30_crf_37.mp4,2.7714
UGC0578_720x1280_30_crf_00.mp4,UGC0578_720x1280_30_crf_42.mp4,2.1429
